line_code,direction,service_date,hour,N_arc,r1_arc,r2_arc,r3_arc,N_time,r1_time,r2_time,r3_time,N,boardings,lambda_boardings_per_bus,day_category,hour_of_day,is_peak,period,rain_mm,temp_c,analysis_eligible,weekend,null_mean,null_sd,r_excess,z,ppc,rayleigh_z,pit_probit
OC3,1,2026-03-20,2026-03-20 21:00:00,7,0.1760451426561948,0.2892347191351334,0.1496470717933816,7,0.2061096239874431,0.403078787293922,0.1623123534680665,7,18,2.5714285714285716,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.3357564871343161,0.16817807791298353,-0.24044095483762204,-0.9496561410385307,-0.13050945903835334,0.21694324576987986,-0.8847342102836296
OC3,1,2026-03-20,2026-03-20 22:00:00,6,0.5066118707134561,0.2860643940133565,0.4649279717977475,6,0.5229400704057993,0.2813657162211526,0.5253704967530379,6,22,3.6666666666666665,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.36689931083094657,0.18172384994675964,0.22067984172609692,0.7688179615578348,0.10798670505734513,1.5399335252867257,0.7559152667383354
OC3,1,2026-03-20,2026-03-20 18:00:00,11,0.4061793335732765,0.385453444321003,0.1242417295494329,11,0.4627843875869035,0.4620376585814332,0.2985292232075958,11,187,17.0,weekday,18,True,peak,0.0,25.2,True,weekday,0.2673922694492119,0.13466594596805675,0.18944253293603922,1.030602526320837,0.08147981612423412,1.8147981612423412,0.996514964161358
OC3,1,2026-03-20,2026-03-20 23:00:00,4,0.2072810100251752,0.2144014294219038,0.8169789367038728,4,0.2519324492946641,0.2411547173404203,0.9914728923348016,4,8,2.0,weekday,23,False,off_peak,0.0,24.3,True,weekday,0.44805277315722414,0.21797557269686318,-0.4362224347231545,-1.1045813994345515,-0.27604611051059097,0.17186166846822715,-1.044400786277468
OC1,0,2026-03-20,2026-03-20 16:00:00,7,0.2028505481557937,0.3214662282657525,0.3571301957452355,7,0.2072341441781155,0.5271502065287499,0.302063521819857,7,382,54.57142857142857,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.3357564871343161,0.16817807791298353,-0.2000861678048442,-0.7902691042008985,-0.11866026429837635,0.28803841420974186,-0.7069460582323064
OC1,0,2026-03-20,2026-03-20 18:00:00,6,0.5126868051096132,0.4663913101730619,0.8191514110383948,6,0.4712580281767174,0.5640256054358929,0.9810241740560806,6,176,29.333333333333332,weekday,18,True,peak,0.0,25.2,True,weekday,0.36689931083094657,0.18172384994675964,0.2302753681567037,0.8022474447981295,0.11541731216020298,1.577086560801015,0.7844092712914308
OC1,0,2026-03-20,2026-03-20 19:00:00,7,0.2486089392173826,0.3095844227142676,0.4284073066125948,7,0.2507485111987756,0.1756991931656909,0.3216431581635737,7,140,20.0,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.3357564871343161,0.16817807791298353,-0.13119819197173782,-0.5181861334033334,-0.09455919456474238,0.43264483261154574,-0.4231305693593429
OC1,0,2026-03-20,2026-03-20 21:00:00,3,0.1288615518404623,0.2933212755038472,0.8378241761415028,3,0.0516043817295488,0.1105236387568848,0.9749083249824106,3,56,18.666666666666668,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.527185586511236,0.23912845084327258,-0.8424532402294025,-1.6657325101471914,-0.47509205068590177,0.049815898628196464,-1.9228411692139873
OC1,0,2026-03-20,2026-03-20 22:00:00,4,0.6019137737390737,0.761418216737463,0.9174962700784168,4,0.5164831852606719,0.9666838587889316,0.6260546960245867,4,0,0.0,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.44805277315722414,0.21797557269686318,0.27876034718383946,0.7058634996492144,0.1497335880224171,1.4492007640672513,0.701966588825979
OC1,0,2026-03-20,2026-03-20 17:00:00,10,0.5132703905896379,0.3785310705076825,0.4230794728258567,10,0.4443345805657361,0.5945638758826298,0.3477310221014089,10,201,20.1,weekday,17,True,peak,0.8,25.0,True,weekday,0.2809039442267921,0.1422930711897375,0.32313686676113634,1.6330130794141196,0.18160721539559935,2.634464938560394,1.4874348434184679
OC1,0,2026-03-20,2026-03-20 20:00:00,4,0.5057134112525217,0.6504770093666988,0.5100196669764149,4,0.4947992335696823,0.9258598298411126,0.4610856192057672,4,53,13.25,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.44805277315722414,0.21797557269686318,0.10446766518807489,0.26452798073610617,0.007661405760882811,1.0229842172826484,0.32947061640802816
OC1,0,2026-03-20,2026-03-20 23:00:00,2,0.9920114053905266,0.9681732568497752,0.9288664209876112,2,1.0,1.0,1.0,2,0,0.0,weekday,23,False,off_peak,0.0,24.3,True,weekday,0.6359800669726218,0.3055077811024832,0.9780545132706439,1.1653756808847804,0.9681732568497754,1.9681732568497754,1.435656882786083
OC1,1,2026-03-20,2026-03-20 17:00:00,9,0.7797697715927117,0.8459852838458939,0.7419167738771888,9,0.7734356715177286,0.95867281721318,0.7399036874078108,9,201,22.333333333333332,weekday,17,True,peak,0.8,25.0,True,weekday,0.29708997453612646,0.14952147651880487,0.6866878826177629,3.2281636611305133,0.5590460087759684,5.4723680702077475,2.9290497489376195
OC1,1,2026-03-20,2026-03-20 18:00:00,9,0.3817990543237687,0.4305355895165069,0.3401659971708973,9,0.4125114802260057,0.4909677600411399,0.3661274665532029,9,176,19.555555555555557,weekday,18,True,peak,0.0,25.2,True,weekday,0.29708997453612646,0.14952147651880487,0.12051198121941699,0.5665345324287822,0.03899183261783962,1.311934660942717,0.5901352171145342
OC1,1,2026-03-20,2026-03-20 19:00:00,6,0.526603180196662,0.1943196679636971,0.4444936268876681,6,0.5219193135286564,0.3787529005469629,0.2687537281578956,6,140,23.333333333333332,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.36689931083094657,0.18172384994675964,0.25225666643220246,0.8788272393112103,0.1327730912718857,1.6638654563594284,0.846811853821766
OC1,1,2026-03-20,2026-03-20 20:00:00,7,0.1576234956468753,0.6441575536159223,0.0917505294499821,7,0.074921224259751,0.671036236041668,0.2956992719109425,7,53,7.571428571428571,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.3357564871343161,0.16817807791298353,-0.2681742283322245,-1.0591926944224443,-0.13768063922340273,0.17391616465958362,-1.018374533318839
OC1,1,2026-03-20,2026-03-20 22:00:00,3,0.4619958689441308,0.3503249592476232,0.2439233155918218,3,0.5194907619485033,0.2316705966217248,0.1737492090392842,3,0,0.0,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.527185586511236,0.23912845084327258,-0.13787591009776695,-0.2726138079229698,-0.1798397256178363,0.6403205487643274,-0.10938138218836786
OC1,1,2026-03-20,2026-03-20 16:00:00,7,0.5614663124682885,0.3299504480986592,0.1798704236934686,7,0.6053147205949169,0.2477703451291823,0.3665985937986428,7,382,54.57142857142857,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.3357564871343161,0.16817807791298353,0.3397998188348329,1.3420882681912691,0.20111849004286073,2.2067109402571643,1.2415571497049585
OC1,1,2026-03-20,2026-03-20 21:00:00,4,0.4829843832032501,0.4285505467828564,0.3267212566326555,4,0.5599318864352499,0.4631721243353328,0.4173348406950658,4,56,14.0,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.44805277315722414,0.21797557269686318,0.06328795280998188,0.16025470016589916,-0.0223014474423681,0.9330956576728957,0.2191926252589819
OC1,1,2026-03-20,2026-03-20 23:00:00,2,0.4887904235512453,0.5221678436891883,0.999251706514603,2,0.5794701340871722,0.3284287274019892,0.9600994114985926,2,0,0.0,weekday,23,False,off_peak,0.0,24.3,True,weekday,0.6359800669726218,0.3055077811024832,-0.40434500989347255,-0.481786888995804,-0.5221678436891884,0.47783215631081155,-0.46239232807305464
34A,0,2026-03-20,2026-03-20 17:00:00,8,0.5228353567240388,0.392582804030939,0.2230774768164627,8,0.5684603577724147,0.4813638168546889,0.5676577889589653,8,169,21.125,weekday,17,True,peak,0.8,25.0,True,weekday,0.3152126391873147,0.16049652599261358,0.30319297553962393,1.2936274866552526,0.16955064027514619,2.1868544819260234,1.2183262988969874
34A,0,2026-03-20,2026-03-20 18:00:00,8,0.4402810727153794,0.6214541820094486,0.2898906193631813,8,0.4162795848380511,0.6963262828712516,0.3746908856812209,8,144,18.0,weekday,18,True,peak,0.0,25.2,True,weekday,0.3152126391873147,0.16049652599261358,0.18263834977859,0.7792594434961208,0.07868276913303454,1.5507793839312418,0.7754056458919412
34A,0,2026-03-20,2026-03-20 19:00:00,6,0.6010999828685017,0.3011626956134653,0.6823291127394656,6,0.6711340813955512,0.3203664442566309,0.4884963899289205,6,66,11.0,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.36689931083094657,0.18172384994675964,0.36992642093778844,1.2887723438952559,0.23358542728541565,2.1679271364270782,1.2052676341250097
34A,0,2026-03-20,2026-03-20 20:00:00,4,0.3179910849241853,0.483244474038548,0.4229249659519318,4,0.2773805778796462,0.4144640903082344,0.7638263449750317,4,15,3.75,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.44805277315722414,0.21797557269686318,-0.23564152858781798,-0.5966801078849074,-0.19850889321165277,0.40447332036504174,-0.5245443233140554
34A,0,2026-03-20,2026-03-20 21:00:00,3,0.406975113364459,0.7216506949724468,0.5681158431211939,3,0.5413927580820334,0.4035677245851893,0.5851910937424551,3,0,0.0,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.527185586511236,0.23912845084327258,-0.25424451902761996,-0.502702512908279,-0.2515568856529786,0.4968862286940428,-0.3010190081071384
34A,0,2026-03-20,2026-03-20 22:00:00,2,0.9955002950792402,0.9820416750057094,0.9597452594173498,2,1.0,1.0,1.0,2,0,0.0,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.6359800669726218,0.3055077811024832,0.9876388502043338,1.1767956508643445,0.9820416750057086,1.9820416750057086,1.5932683664014258
34A,0,2026-03-20,2026-03-20 16:00:00,5,0.168623989742651,0.6728582216278336,0.2261861459335788,5,0.2399878612488579,0.8474806405644422,0.3860320732468447,5,271,54.2,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.4004091764520222,0.1974687348710285,-0.38657227163321367,-1.173781696939293,-0.21445743760408792,0.14217024958364832,-1.1774899662869251
34A,1,2026-03-20,2026-03-20 18:00:00,9,0.3265735712268247,0.1837008551795706,0.4826836916873782,9,0.4244773233860497,0.4683078744631832,0.4501283659631033,9,144,16.0,weekday,18,True,peak,0.0,25.2,True,weekday,0.29708997453612646,0.14952147651880487,0.041945050749903616,0.1971863666487413,-0.005018415398177836,0.9598526768145773,0.2667001998906256
34A,1,2026-03-20,2026-03-20 19:00:00,8,0.3779030178364568,0.4312700383217334,0.5928128418932171,8,0.3780198440287378,0.4780469816850842,0.7059674754140143,8,66,8.25,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.3152126391873147,0.16049652599261358,0.09154721923422045,0.390602714055177,0.020355075302744448,1.1424855271192111,0.43701564770383056
34A,1,2026-03-20,2026-03-20 20:00:00,6,0.3464256315335952,0.3698558998394376,0.3577076956199231,6,0.407119940683516,0.4240525466852361,0.196145030937017,6,15,2.5,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.36689931083094657,0.18172384994675964,-0.03233874113171975,-0.11266368890682012,-0.055987138179859695,0.7200643091007015,-0.018174055412022064
34A,1,2026-03-20,2026-03-20 21:00:00,4,0.616088709271739,0.7213702801281916,0.9242145064376088,4,0.6862721778969639,0.6136248333359936,0.9915357484149864,4,0,0.0,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.44805277315722414,0.21797557269686318,0.304442033481546,0.7708934264308644,0.17275373025615645,1.5182611907684693,0.7562488654359715
34A,1,2026-03-20,2026-03-20 22:00:00,3,0.8229645802757742,0.413378088972222,0.4173997286743315,3,0.922852283134038,0.7110823324451604,0.4391180046925291,3,0,0.0,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.527185586511236,0.23912845084327258,0.6255710175628288,1.2369042358677556,0.5159060505827218,2.0318121011654435,1.0200600121922183
34A,1,2026-03-20,2026-03-20 16:00:00,5,0.1601455972805132,0.392834464924516,0.3999627784823196,5,0.2772273099064638,0.4714187934801274,0.2907118268790605,5,271,54.2,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.4004091764520222,0.1974687348710285,-0.4007125688645294,-1.2167170632274056,-0.2179417345895846,0.12823306164166157,-1.2385829108053543
34A,1,2026-03-20,2026-03-20 17:00:00,8,0.5186433850169513,0.3166058281955109,0.3966407960079015,8,0.5669349093508201,0.3960986513783052,0.4769444375808713,8,169,21.125,weekday,17,True,peak,0.8,25.0,True,weekday,0.3152126391873147,0.16049652599261358,0.29707140854383035,1.2675087175344777,0.16456109808210467,2.1519276865747328,1.1908817753407055
OC2,0,2026-03-20,2026-03-20 16:00:00,3,0.3304715198559775,0.4061212842396468,0.3398934275231485,3,0.4456677535508017,0.3669916144218914,0.2367525041637146,3,336,112.0,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.527185586511236,0.23912845084327258,-0.41604921728963595,-0.8226292854804931,-0.3361828618461204,0.3276342763077592,-0.7171200909481129
OC2,0,2026-03-20,2026-03-20 17:00:00,6,0.4318811017935652,0.660176872342134,0.8449084914725342,6,0.4429094474893753,0.657444408894312,0.8751648737307404,6,244,40.666666666666664,weekday,17,True,peak,0.8,25.0,True,weekday,0.36689931083094657,0.18172384994675964,0.10264053107872531,0.35758537463110435,0.023825543303708584,1.119127716518543,0.407419373812587
OC2,0,2026-03-20,2026-03-20 18:00:00,7,0.1141117293922628,0.1452063073024161,0.2140809449912988,7,0.0761536055544049,0.1299410031538335,0.4916653774684599,7,151,21.571428571428573,weekday,18,True,peak,0.0,25.2,True,weekday,0.3357564871343161,0.16817807791298353,-0.3336799734570715,-1.3179170584690223,-0.1514749320842915,0.0911504074942511,-1.385826134838335
OC2,0,2026-03-20,2026-03-20 19:00:00,6,0.1804616389481669,0.4084353133650895,0.607594236842895,6,0.2278290880289605,0.5359438435911775,0.5045693472085259,6,143,23.833333333333332,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.36689931083094657,0.18172384994675964,-0.2944834448490013,-1.0259394787057452,-0.16092031624176975,0.19539841879115133,-0.9838281823633059
OC2,0,2026-03-20,2026-03-20 20:00:00,5,0.9739487612072528,0.8989430264862186,0.7842180558415207,5,0.99956591933194,0.998264903202404,0.9961006324173488,5,40,8.0,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.4004091764520222,0.1974687348710285,0.9565516386014826,2.9044576860728,0.9357202368214279,4.742880947285712,3.1946510537632724
OC2,0,2026-03-20,2026-03-20 21:00:00,5,0.8000236400304648,0.5382676615367967,0.7164099339792059,5,0.810260841362668,0.5996661236936767,0.8575672786674583,5,7,1.4,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.4004091764520222,0.1974687348710285,0.6664786182246606,2.0236847308483554,0.5500472807594934,3.2001891230379735,1.8303340685028078
OC2,0,2026-03-20,2026-03-20 22:00:00,3,0.7268327928248617,0.3111492288599915,0.7332035604049267,3,0.6802170763708831,0.3871882709189091,0.904390114943346,3,0,0.0,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.527185586511236,0.23912845084327258,0.4222527922541221,0.8348952439978655,0.29242886308838245,1.584857726176765,0.6923779649525951
OC3,0,2026-03-20,2026-03-20 17:00:00,11,0.5204203053236801,0.321387469780328,0.5643749845842867,11,0.6067556850696918,0.3518487716061649,0.5715004261744033,11,353,32.09090909090909,weekday,17,True,peak,0.8,25.0,True,weekday,0.2673922694492119,0.13466594596805675,0.3453799698294707,1.8789311139914122,0.19792102361251165,2.9792102361251165,1.7114395577093586
OC3,0,2026-03-20,2026-03-20 18:00:00,11,0.3216108100909151,0.4957249579255386,0.1856349636963133,11,0.3488862543635562,0.5929785537926551,0.1523678844778488,11,187,17.0,weekday,18,True,peak,0.0,25.2,True,weekday,0.2673922694492119,0.13466594596805675,0.07400760104038305,0.4026150802413255,0.013776864484068096,1.137768644840681,0.45807299448602723
OC3,0,2026-03-20,2026-03-20 20:00:00,7,0.5529458211633392,0.6014401061611476,0.4846892365930723,7,0.564852096883814,0.6976574462138926,0.658790227616272,7,74,10.571428571428571,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.3357564871343161,0.16817807791298353,0.3269724578747084,1.2914247607312908,0.19004059466566617,2.140243567993997,1.1990718725841352
OC3,0,2026-03-20,2026-03-20 21:00:00,4,0.1100440374035616,0.679759839879638,0.511609795226489,4,0.2198759472112519,0.5745361153528644,0.599481256638407,4,18,4.5,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.44805277315722414,0.21797557269686318,-0.6123932131829435,-1.5506725435869297,-0.31718707977589805,0.048438760672305854,-1.6357114117161267
OC3,0,2026-03-20,2026-03-20 19:00:00,10,0.4141344001350869,0.6380955189321531,0.3507173208284589,10,0.4490647359299234,0.7259914485322702,0.5948674862308038,10,188,18.8,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.2809039442267921,0.1422930711897375,0.18527490846134426,0.9363102138026218,0.0794525570836092,1.7150730137524828,0.9178450370483326
OC3,0,2026-03-20,2026-03-20 16:00:00,4,0.1547591748670863,0.6166284575479093,0.1622358943018639,4,0.0581675443168117,0.6477154648081476,0.146877869895809,4,582,145.5,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.44805277315722414,0.21797557269686318,-0.5313797842011507,-1.3455342479958468,-0.3013994637259448,0.09580160882216557,-1.330966603515392
OC3,0,2026-03-20,2026-03-20 22:00:00,4,0.8953507113068678,0.6104920612022923,0.2323046929520859,4,0.9189907251276064,0.6977745591063554,0.4047634132391073,4,22,5.5,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.44805277315722414,0.21797557269686318,0.8103998288174353,2.052055340951884,0.7355371949836189,3.2066115849508567,1.9172986606428144
OC3,0,2026-03-20,2026-03-20 23:00:00,2,0.6889694206469114,0.0506422748269186,0.7587513781423988,2,0.6434212583208753,0.1720181686815632,0.8647815514151632,2,8,4.0,weekday,23,False,off_peak,0.0,24.3,True,weekday,0.6359800669726218,0.3055077811024832,0.14556717604336303,0.17344682182256496,-0.05064227482691863,0.9493577251730814,-0.032591936696663076
OC2,1,2026-03-20,2026-03-20 16:00:00,5,0.5176194901463468,0.6782439306305302,0.1677031146003118,5,0.4985497426635754,0.432318585718863,0.513624539432109,5,336,67.2,weekday,16,False,off_peak,0.8,24.9,True,weekday,0.4004091764520222,0.1974687348710285,0.1954838351273495,0.5935639065641325,0.08491242072420496,1.3396496828968198,0.5901352171145342
OC2,1,2026-03-20,2026-03-20 17:00:00,6,0.6501306786805099,0.3084384273444269,0.5133566640256214,6,0.7945781133038284,0.462883747074715,0.5812727173042628,6,244,40.666666666666664,weekday,17,True,peak,0.8,25.0,True,weekday,0.36689931083094657,0.18172384994675964,0.44737175728130285,1.5585811544964667,0.3072038792338965,2.5360193961694826,1.4491345895731973
OC2,1,2026-03-20,2026-03-20 19:00:00,7,0.6803042004312883,0.2762915153813056,0.0577865618216789,7,0.6597823526125376,0.068499299472631,0.5251600609364845,7,143,20.428571428571427,weekday,19,False,off_peak,0.0,24.7,True,weekday,0.3357564871343161,0.16817807791298353,0.5187069299488106,2.0487076411661898,0.3732827726451968,3.239696635871181,1.8926832892739092
OC2,1,2026-03-20,2026-03-20 20:00:00,8,0.5821173344151856,0.3625710712243993,0.1954686991023908,8,0.5633191909766122,0.5862433713622208,0.4367108770639622,8,40,5.0,weekday,20,False,off_peak,0.0,25.0,True,weekday,0.3152126391873147,0.16049652599261358,0.389762881883679,1.662993598005695,0.24441210403044694,2.7108847282131285,1.5264412951015185
OC2,1,2026-03-20,2026-03-20 21:00:00,5,0.9418462801511092,0.7844008849814873,0.5826271746425874,5,0.9929690248117972,0.9721966263722148,0.9386576806476554,5,7,1.4,weekday,21,False,off_peak,0.0,24.8,True,weekday,0.4004091764520222,0.1974687348710285,0.903010990887459,2.7418877426480317,0.858843019293102,4.435372077172408,2.8337868700435522
OC2,1,2026-03-20,2026-03-20 22:00:00,4,0.8890704275026018,0.6164761317415798,0.4119823308039371,4,0.8084668691326842,0.5043492375103559,0.7347181015115959,4,0,0.0,weekday,22,False,off_peak,0.0,24.1,True,weekday,0.44805277315722414,0.21797557269686318,0.7990214152683897,2.0232434712246277,0.7205949667462122,3.1617849002386365,1.8919323116293085
OC2,1,2026-03-20,2026-03-20 18:00:00,5,0.4127759484345242,0.5414821565973869,0.4437063082922421,5,0.5599323679669579,0.7366355144640612,0.3283956829438821,5,151,30.2,weekday,18,True,peak,0.0,25.2,True,weekday,0.4004091764520222,0.1974687348710285,0.020625352318308893,0.062626481050679,-0.03702002049247377,0.8519199180301049,0.12957839172010038
OC2,1,2026-03-20,2026-03-20 23:00:00,2,0.1032495374083005,0.9786790660499438,0.305345859089989,2,0.284478475396197,0.8381439940725106,0.7613463265886509,2,0,0.0,weekday,23,False,off_peak,0.0,24.3,True,weekday,0.6359800669726218,0.3055077811024832,-1.4634652699753508,-1.743754373920891,-0.9786790660499439,0.021320933950056093,-1.5248360328421122
33,1,2026-03-21,2026-03-21 00:00:00,2,0.8123824450237248,0.3199304739654508,0.2925706436684199,2,0.9225606013304924,0.7022361262545592,0.373150164496311,2,12,6.0,weekend,0,False,off_peak,0.0,24.0,True,weekend,0.6359800669726218,0.3055077811024832,0.48459538076404096,0.5774071528211863,0.3199304739654505,1.3199304739654505,0.2717685354460917
33,0,2026-03-21,2026-03-21 00:00:00,3,0.9150768084841948,0.6844611593030369,0.4041411734808608,3,0.9407866382111338,0.7744341430345699,0.5399658133985167,3,12,4.0,weekend,0,False,off_peak,0.0,24.0,True,weekend,0.527185586511236,0.23912845084327258,0.8203878961955052,1.6221040223573686,0.7560483481384297,2.5120966962768594,1.4596001427925491
39A,0,2026-03-21,2026-03-21 05:00:00,4,0.4961524059525424,0.9818056579736738,0.4656970425897299,4,0.5091378298813006,0.981615092416981,0.5747114219794386,4,521,130.25,weekend,5,False,off_peak,0.0,22.7,True,weekend,0.44805277315722414,0.21797557269686318,0.08714534733774396,0.2206652433583006,-0.0051103867566714145,0.9846688397299858,0.2836220986382227
39A,0,2026-03-21,2026-03-21 06:00:00,6,0.5103021278432327,0.5157954055658948,0.8342217313712769,6,0.5623990617730933,0.687401293208269,0.4946418232957302,6,368,61.333333333333336,weekend,6,False,off_peak,0.0,22.3,True,weekend,0.36689931083094657,0.18172384994675964,0.22650870464302097,0.7891249115308718,0.11248991401759723,1.5624495700879861,0.7735448439568866
39A,0,2026-03-21,2026-03-21 07:00:00,7,0.4225272423234807,0.6688548455500561,0.4262822624680616,7,0.4376998125573426,0.6606258326286907,0.4357833972036063,7,382,54.57142857142857,weekend,7,True,peak,0.2,23.7,True,weekend,0.3357564871343161,0.16817807791298353,0.13063094107583773,0.5159456943850933,0.04161748225639964,1.2497048935383979,0.5523625257983225
39A,0,2026-03-21,2026-03-21 08:00:00,6,0.3602746611934277,0.5359059814632442,0.459855696241188,6,0.3554938595452403,0.5669842393317316,0.388119262597554,6,373,62.166666666666664,weekend,8,True,peak,0.0,25.4,True,weekend,0.36689931083094657,0.18172384994675964,-0.010463816815953441,-0.03645448651599503,-0.04424260220235303,0.7787869889882348,0.05366759628332598
39A,0,2026-03-21,2026-03-21 09:00:00,7,0.318354859130888,0.5475453975896192,0.5558397614774326,7,0.291134698161762,0.5738140618459449,0.698036766430377,7,379,54.142857142857146,weekend,9,False,off_peak,0.0,25.3,True,weekend,0.3357564871343161,0.16817807791298353,-0.02619766345681552,-0.10347144062635685,-0.048425214279044525,0.7094487143257329,-0.010277356845819739
39A,0,2026-03-21,2026-03-21 11:00:00,6,0.331446248393938,0.295739505257698,0.4647416034496466,6,0.3320458743827615,0.3347284087687356,0.3707674439345724,6,312,52.0,weekend,11,False,off_peak,0.0,27.7,True,weekend,0.36689931083094657,0.18172384994675964,-0.05599908994498305,-0.19509306261888795,-0.06817206131070075,0.6591396934464963,-0.09879630792753454
39A,0,2026-03-21,2026-03-21 13:00:00,6,0.5738172411203332,0.7111686207002069,0.3775740873519269,6,0.5484422288413515,0.6467304939072992,0.6130575309347661,6,292,48.666666666666664,weekend,13,False,off_peak,0.0,29.7,True,weekend,0.36689931083094657,0.18172384994675964,0.32683257786524766,1.1386393714969618,0.1951194714483407,1.9755973572417034,1.0809935112700666
39A,0,2026-03-21,2026-03-21 14:00:00,6,0.5437679947562679,0.4923435772953186,0.7290188154852905,6,0.5403099434656384,0.4298557315036866,0.9723920039584132,6,272,45.333333333333336,weekend,14,False,off_peak,0.0,28.9,True,weekend,0.36689931083094657,0.18172384994675964,0.27936896444933906,0.9732827252842116,0.1548203585455031,1.7741017927275156,0.933813702553905
39A,0,2026-03-21,2026-03-21 16:00:00,6,0.3169677646836338,0.6112385895169865,0.4088396875956212,6,0.4296419192310272,0.5156609312711029,0.5042222635278907,6,372,62.0,weekend,16,False,off_peak,0.0,27.9,True,weekend,0.36689931083094657,0.18172384994675964,-0.07886825429434942,-0.27476605939144155,-0.07943772338175266,0.6028113830912367,-0.1768833718610491
39A,0,2026-03-21,2026-03-21 18:00:00,5,0.4165191157194396,0.068304784771522,0.4366470031252548,5,0.4865778336818694,0.3969586694111203,0.3964402216090563,5,141,28.2,weekend,18,True,peak,0.0,26.6,True,weekend,0.4004091764520222,0.1974687348710285,0.026868221851844867,0.08158222757612349,-0.03313978280037008,0.8674408687985197,0.14602709370254416
39A,0,2026-03-21,2026-03-21 19:00:00,6,0.3427552078909243,0.0811000167393439,0.4095326966762654,6,0.2810515496096101,0.2836798657354787,0.1626895292504374,6,218,36.333333333333336,weekend,19,False,off_peak,0.0,26.2,True,weekend,0.36689931083094657,0.18172384994675964,-0.038136276508735904,-0.1328614980757665,-0.05902264095637912,0.7048867952181044,-0.03861166738810877
39A,0,2026-03-21,2026-03-21 10:00:00,6,0.2863540761212553,0.3604472279444577,0.6363708883731772,6,0.2294286457654574,0.41281795360964,0.6474138984204375,6,340,56.666666666666664,weekend,10,False,off_peak,0.0,27.1,True,weekend,0.36689931083094657,0.18172384994675964,-0.12722341973029147,-0.44322874918888705,-0.1016016117064908,0.491991941467546,-0.34938539023097515
39A,0,2026-03-21,2026-03-21 12:00:00,6,0.402655796095352,0.3362554324024819,0.6995736459139497,6,0.4628918471752601,0.1278288123504955,0.6928757013149257,6,316,52.666666666666664,weekend,12,False,off_peak,0.0,28.2,True,weekend,0.36689931083094657,0.18172384994675964,0.05647835466951701,0.19676275444792285,-0.005441971844981986,0.9727901407750901,0.2758021920237703
39A,0,2026-03-21,2026-03-21 15:00:00,5,0.2235258608993246,0.0201129812761199,0.454942978762636,5,0.3388699057740692,0.2853777320156912,0.2734487686916464,5,308,61.6,weekend,15,False,off_peak,0.0,29.0,True,weekend,0.4004091764520222,0.1974687348710285,-0.295006708918626,-0.8957535260871765,-0.18754523688651972,0.24981905245392108,-0.8078099436349897
39A,0,2026-03-21,2026-03-21 21:00:00,4,0.4524606365393069,0.8182527437403826,0.1612319354071912,4,0.507490199156918,0.9734387505833844,0.5600979404133958,4,67,16.75,weekend,21,False,off_peak,0.0,25.1,True,weekend,0.44805277315722414,0.21797557269686318,0.007986023242287912,0.02022182269117258,-0.060372496509926966,0.8188825104702191,0.07036895537243669
39A,0,2026-03-21,2026-03-21 17:00:00,4,0.1095279152073107,0.5951127344202356,0.6619580737281626,4,0.1671319156904928,0.6612145973435832,0.5655664600569867,4,191,47.75,weekend,17,True,peak,0.0,27.4,True,weekend,0.44805277315722414,0.21797557269686318,-0.6133283065599013,-1.553040341913436,-0.31733818105378686,0.04798545683863937,-1.6400248508996709
